attack,cost,dbfId,health,id,name,type,mechanics/0,race,,,,,,,,,,,,,,,
2,4,42320,1,ICC_021,Exploding Bloatbat,MINION,DEATHRATTLE,BEAST,,,,,,,,,,,,,,,
1,0,42338,1,ICC_023,Snowflipper Penguin,MINION,,BEAST,,,,,,,,,,,,,,,
2,4,42422,2,ICC_025,Rattling Rascal,MINION,BATTLECRY,,,,,,,,,,,,,,,,
5,5,42423,5,ICC_025t,Skeletal Enforcer,MINION,,,,,,,,,,,,,,,,,
2,4,42438,4,ICC_026,Grim Necromancer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,1,43052,1,ICC_026t,Skeleton,MINION,,,,,,,,,,,,,,,,,
6,6,42439,5,ICC_027,Bone Drake,MINION,DEATHRATTLE,DRAGON,,,,,,,,,,,,,,,
5,5,42440,4,ICC_028,Sunborne Val'kyr,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,46207,,ICC_028e,Blessing of the Val'kyr,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,5,42442,5,ICC_029,Cobalt Scalebane,MINION,TRIGGER_VISUAL,DRAGON,,,,,,,,,,,,,,,
,,42441,,ICC_029e,Dragonscales,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,4,42445,4,ICC_031,Night Howler,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,42444,,ICC_031e,Awooooo!,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,5,42446,5,ICC_032,Venomancer,MINION,POISONOUS,,,,,,,,,,,,,,,,
5,4,42462,2,ICC_034,Arrogant Crusader,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
1,1,42467,1,ICC_038,Righteous Protector,MINION,DIVINE_SHIELD,,,,,,,,,,,,,,,,
,2,42469,,ICC_039,Dark Conviction,SPELL,,,,,,,,,,,,,,,,,
,,42468,,ICC_039e,Convinced,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,42471,,ICC_041,Defile,SPELL,,,,,,,,,,,,,,,,,
5,5,42615,3,ICC_047,Fatespinner,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,43437,,ICC_047a,Growth,SPELL,,,,,,,,,,,,,,,,,
,0,43436,,ICC_047b,Decay,SPELL,,,,,,,,,,,,,,,,,
,,43434,,ICC_047e,Growth,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,5,43430,3,ICC_047t,Fatespinner,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
5,5,43431,3,ICC_047t2,Fatespinner,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,2,42648,,ICC_049,Toxic Arrow,SPELL,,,,,,,,,,,,,,,,,
,,47570,,ICC_049e,Toxic Arrow,ENCHANTMENT,,,,,,,,,,,,,,,,,
,5,42649,,ICC_050,Webweave,SPELL,,,,,,,,,,,,,,,,,
1,2,42651,2,ICC_051,Druid of the Swarm,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,46048,,ICC_051a,Spider Form,SPELL,,,,,,,,,,,,,,,,,
,0,46049,,ICC_051b,Scarab Form,SPELL,,,,,,,,,,,,,,,,,
1,2,42650,2,ICC_051t,Druid of the Swarm,MINION,POISONOUS,BEAST,,,,,,,,,,,,,,,
1,2,46008,5,ICC_051t2,Druid of the Swarm,MINION,TAUNT,BEAST,,,,,,,,,,,,,,,
1,2,46009,5,ICC_051t3,Druid of the Swarm,MINION,POISONOUS,BEAST,,,,,,,,,,,,,,,
,1,42652,,ICC_052,Play Dead,SPELL,,,,,,,,,,,,,,,,,
,6,42656,,ICC_054,Spreading Plague,SPELL,,,,,,,,,,,,,,,,,
,2,42658,,ICC_055,Drain Soul,SPELL,LIFESTEAL,,,,,,,,,,,,,,,,
,2,42676,,ICC_056,Cryostasis,SPELL,,,,,,,,,,,,,,,,,
,,42674,,ICC_056e,Frozen Blood,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,42678,2,ICC_058,Brrrloc,MINION,BATTLECRY,MURLOC,,,,,,,,,,,,,,,
4,3,42698,3,ICC_062,Mountainfire Armor,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
2,4,42700,,ICC_064,Blood Razor,WEAPON,BATTLECRY,,,,,,,,,,,,,,,,
5,5,42712,5,ICC_065,Bone Baron,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
3,3,42714,1,ICC_067,Vryghoul,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
1,2,42716,3,ICC_068,Ice Walker,MINION,,ELEMENTAL,,,,,,,,,,,,,,,
2,4,42718,6,ICC_069,Ghastly Conjurer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,4,42735,,ICC_071,Light's Sorrow,WEAPON,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,42734,,ICC_071e,Dying Light,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,5,42743,5,ICC_075,Despicable Dreadlord,MINION,TRIGGER_VISUAL,DEMON,,,,,,,,,,,,,,,
,4,42747,,ICC_078,Avalanche,SPELL,FREEZE,,,,,,,,,,,,,,,,
,3,42748,,ICC_079,Gnash,SPELL,,,,,,,,,,,,,,,,,
,,45625,,ICC_079e,Gnash,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
2,3,42750,8,ICC_081,Drakkari Defender,MINION,OVERLOAD,,,,,,,,,,,,,,,,
,3,42754,,ICC_082,Frozen Clone,SPELL,SECRET,,,,,,,,,,,,,,,,
3,3,42756,2,ICC_083,Doomed Apprentice,MINION,AURA,,,,,,,,,,,,,,,,
,,52778,,ICC_083e,Dooooooomed!,ENCHANTMENT,,,,,,,,,,,,,,,,,
,10,42759,,ICC_085,Ultimate Infestation,SPELL,,,,,,,,,,,,,,,,,
5,5,46389,5,ICC_085t,Ghoul Infestor,MINION,,,,,,,,,,,,,,,,,
,8,42760,,ICC_086,Glacial Mysteries,SPELL,,,,,,,,,,,,,,,,,
2,5,42762,7,ICC_088,Voodoo Hexxer,MINION,FREEZE,,,,,,,,,,,,,,,,
,2,42763,,ICC_089,Ice Fishing,SPELL,,,,,,,,,,,,,,,,,
8,11,42765,8,ICC_090,Snowfury Giant,MINION,,ELEMENTAL,,,,,,,,,,,,,,,
,2,42766,,ICC_091,Dead Man's Hand,SPELL,,,,,,,,,,,,,,,,,
2,1,42773,1,ICC_092,Acherus Veteran,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,42772,,ICC_092e,Veteran's Favor,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,42775,3,ICC_093,Tuskarr Fisherman,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,42774,,ICC_093e,Fresh Fish!,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,42777,1,ICC_094,Fallen Sun Cleric,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,42776,,ICC_094e,Cleric's Blessing,ENCHANTMENT,,,,,,,,,,,,,,,,,
6,6,42779,6,ICC_096,Furnacefire Colossus,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,46211,,ICC_096e,Me Bigger,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,4,42780,4,ICC_097,Grave Shambler,MINION,TRIGGER_VISUAL,ELEMENTAL,,,,,,,,,,,,,,,
,,45376,,ICC_097e,Armed and Dangerous,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,5,42781,3,ICC_098,Tomb Lurker,MINION,BATTLECRY,,,,,,,,,,,,,,,,
5,4,42782,6,ICC_099,Ticking Abomination,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,2,42525,,ICC_200,Venomstrike Trap,SPELL,SECRET,,,,,,,,,,,,,,,,
,2,42560,,ICC_201,Roll the Bones,SPELL,,,,,,,,,,,,,,,,,
5,4,42563,4,ICC_204,Professor Putricide,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,3,42565,,ICC_206,Treachery,SPELL,,,,,,,,,,,,,,,,,
,5,42566,,ICC_207,Devour Mind,SPELL,,,,,,,,,,,,,,,,,
2,2,42574,2,ICC_210,Shadow Ascendant,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,45489,,ICC_210e,Ascended,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,42596,3,ICC_212,Acolyte of Agony,MINION,LIFESTEAL,,,,,,,,,,,,,,,,
,4,42597,,ICC_213,Eternal Servitude,SPELL,,,,,,,,,,,,,,,,,
4,9,42598,8,ICC_214,Obsidian Statue,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
4,7,42633,6,ICC_215,Archbishop Benedictus,MINION,BATTLECRY,,,,,,,,,,,,,,,,
3,3,42642,6,ICC_218,Howlfiend,MINION,TRIGGER_VISUAL,DEMON,,,,,,,,,,,,,,,
1,1,42663,1,ICC_220,Deadscale Knight,MINION,LIFESTEAL,MURLOC,,,,,,,,,,,,,,,
,2,42665,,ICC_221,Leeching Poison,SPELL,,,,,,,,,,,,,,,,,
,,42664,,ICC_221e,Leeching Poison,ENCHANTMENT,LIFESTEAL,,,,,,,,,,,,,,,,
,1,42801,,ICC_233,Doomerang,SPELL,ImmuneToSpellpower,,,,,,,,,,,,,,,,
,6,42804,,ICC_235,Shadow Essence,SPELL,,,,,,,,,,,,,,,,,
,,42803,,ICC_235e,Shadow Essence,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,3,42808,,ICC_236,Ice Breaker,WEAPON,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
1,1,42810,3,ICC_238,Animated Berserker,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
5,4,42819,3,ICC_240,Runeforge Haunter,MINION,AURA,,,,,,,,,,,,,,,,
,,46044,,ICC_240e,Resilient Weapon,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,5,42822,6,ICC_243,Corpse Widow,MINION,AURA,BEAST,,,,,,,,,,,,,,,
,,52779,,ICC_243e,Exhumed,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,42824,,ICC_244,Desperate Stand,SPELL,,,,,,,,,,,,,,,,,
,,42823,,ICC_244e,Redeemed,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,6,42825,9,ICC_245,Blackguard,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,3,42836,4,ICC_252,Coldwraith,MINION,BATTLECRY,,,,,,,,,,,,,,,,
3,5,42909,3,ICC_257,Corpse Raiser,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,45375,,ICC_257e,Ready to Return,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,42998,,ICC_281,Forge of Souls,SPELL,,,,,,,,,,,,,,,,,
4,6,43072,4,ICC_289,Moorabi,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
8,8,42818,8,ICC_314,The Lich King,MINION,TAUNT,,,,,,,,,,,,,,,,
5,7,43012,,ICC_314t1,Frostmourne,WEAPON,DEATHRATTLE,,,,,,,,,,,,,,,,
,,46708,,ICC_314t1e,Trapped Soul,ENCHANTMENT,,,,,,,,,,,,,,,,,
,6,42586,,ICC_314t2,Army of the Dead,SPELL,,,,,,,,,,,,,,,,,
,5,42587,,ICC_314t3,Doom Pact,SPELL,,,,,,,,,,,,,,,,,
,2,42590,,ICC_314t4,Death Grip,SPELL,,,,,,,,,,,,,,,,,
,2,45384,,ICC_314t5,Death Coil,SPELL,,,,,,,,,,,,,,,,,
,2,43120,,ICC_314t6,Obliterate,SPELL,ImmuneToSpellpower,,,,,,,,,,,,,,,,
,4,45387,,ICC_314t7,Anti-Magic Shell,SPELL,CANT_BE_TARGETED_BY_SPELLS,,,,,,,,,,,,,,,,
,,45386,,ICC_314t7e,Anti-Magic Shell,ENCHANTMENT,CANT_BE_TARGETED_BY_SPELLS,,,,,,,,,,,,,,,,
,3,46194,,ICC_314t8,Death and Decay,SPELL,,,,,,,,,,,,,,,,,
4,8,42630,6,ICC_405,Rotface,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
2,2,42670,3,ICC_407,Gnomeferatu,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,3,42671,4,ICC_408,Val'kyr Soulclaimer,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
2,3,42707,2,ICC_415,Stitched Tracker,MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,3,42711,3,ICC_419,Bearshark,MINION,CANT_BE_TARGETED_BY_SPELLS,BEAST,,,,,,,,,,,,,,,
3,5,42392,3,ICC_450,Death Revenant,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,46000,,ICC_450e,Bloodthirsty,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,4,42395,3,ICC_466,Saronite Chain Gang,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,3,42394,4,ICC_467,Deathspeaker,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,42393,,ICC_467e,Deathward,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
1,1,42398,1,ICC_468,Wretched Tiller,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,3,42391,,ICC_469,Unwilling Sacrifice,SPELL,,,,,,,,,,,,,,,,,
,5,42987,30,ICC_481,"Thrall, Deathseer",HERO,BATTLECRY,,,,,,,,,,,,,,,,
,2,42982,,ICC_481p,Transmute Spirit,HERO_POWER,,,,,,,,,,,,,,,,,
,,43018,,ICC_483e,Frostmourne Enchantment,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,42783,3,ICC_700,Happy Ghoul,MINION,,,,,,,,,,,,,,,,,
4,6,42784,6,ICC_701,Skulking Geist,MINION,BATTLECRY,,,,,,,,,,,,,,,,
3,3,42785,1,ICC_702,Shallow Gravedigger,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
5,8,42790,5,ICC_705,Bonemare,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,46212,,ICC_705e,Bonemare's Boon,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,6,42791,5,ICC_706,Nerubian Unraveler,MINION,AURA,,,,,,,,,,,,,,,,
,,52776,,ICC_706e,Unravelled,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,1,43184,1,ICC_800h3t,Zombeast,MINION,,BEAST,,,,,,,,,,,,,,,
2,3,42948,2,ICC_801,Howling Commander,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,2,42992,,ICC_802,Spirit Lash,SPELL,LIFESTEAL,,,,,,,,,,,,,,,,
2,4,43022,3,ICC_807,Strongshell Scavenger,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,43023,,ICC_807e,Strongshell,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,3,43025,6,ICC_808,Crypt Lord,MINION,TAUNT,,,,,,,,,,,,,,,,
,,43024,,ICC_808e,Might of Ner'ub,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,3,43028,3,ICC_809,Plague Scientist,MINION,COMBO,,,,,,,,,,,,,,,,
,,47533,,ICC_809e,Test Subject,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,4,43029,3,ICC_810,Deathaxe Punisher,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,46534,,ICC_810e,Bloodthirsty,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,4,43031,5,ICC_811,Lilian Voss,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,4,43051,4,ICC_812,Meat Wagon,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
3,4,43127,2,ICC_820,Chillblade Champion,MINION,CHARGE,,,,,,,,,,,,,,,,
,3,43193,,ICC_823,Simulacrum,SPELL,,,,,,,,,,,,,,,,,
6,7,43245,7,ICC_825,Abominable Bowman,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,9,43392,30,ICC_827,Valeera the Hollow,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,,43390,,ICC_827e,Shadow Reflection,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,45396,,ICC_827e3,Veil of Shadows,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,43188,,ICC_827p,Death's Shadow,HERO_POWER,,,,,,,,,,,,,,,,,
,0,45724,,ICC_827t,Shadow Reflection,SPELL,,,,,,,,,,,,,,,,,
,6,43398,30,ICC_828,Deathstalker Rexxar,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,,46120,,ICC_828e,Stitched,ENCHANTMENT,CANT_BE_SILENCED,,,,,,,,,,,,,,,,
,2,43183,,ICC_828p,Build-A-Beast,HERO_POWER,,,,,,,,,,,,,,,,,
1,0,46119,1,ICC_828t,Zombeast,MINION,,BEAST,,,,,,,,,,,,,,,
1,2,46204,2,ICC_828t2,Stubborn Gastropod,MINION,POISONOUS,BEAST,,,,,,,,,,,,,,,
2,3,46672,2,ICC_828t3,Giant Wasp,MINION,POISONOUS,BEAST,,,,,,,,,,,,,,,
1,3,50141,1,ICC_828t4,Stoneskin Basilisk,MINION,DIVINE_SHIELD,BEAST,,,,,,,,,,,,,,,
2,2,50142,1,ICC_828t5,Hunting Mastiff,MINION,ECHO,BEAST,,,,,,,,,,,,,,,
1,5,50143,3,ICC_828t6,Vilebrood Skitterer,MINION,POISONOUS,BEAST,,,,,,,,,,,,,,,
1,2,50144,3,ICC_828t7,Vicious Scalehide,MINION,LIFESTEAL,BEAST,,,,,,,,,,,,,,,
,9,43406,30,ICC_829,Uther of the Ebon Blade,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,2,43013,,ICC_829p,The Four Horsemen,HERO_POWER,,,,,,,,,,,,,,,,,
5,8,43405,,ICC_829t,Grave Vengeance,WEAPON,LIFESTEAL,,,,,,,,,,,,,,,,
2,2,45618,2,ICC_829t2,Deathlord Nazgrim,MINION,,,,,,,,,,,,,,,,,
2,2,45619,2,ICC_829t3,Thoras Trollbane,MINION,,,,,,,,,,,,,,,,,
2,2,45620,2,ICC_829t4,Inquisitor Whitemane,MINION,,,,,,,,,,,,,,,,,
2,2,45621,2,ICC_829t5,Darion Mograine,MINION,,,,,,,,,,,,,,,,,
,8,43408,30,ICC_830,Shadowreaper Anduin,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,2,45397,,ICC_830p,Voidform,HERO_POWER,,,,,,,,,,,,,,,,,
,10,43415,30,ICC_831,Bloodreaver Gul'dan,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,2,43181,,ICC_831p,Siphon Life,HERO_POWER,LIFESTEAL,,,,,,,,,,,,,,,,
,7,43417,30,ICC_832,Malfurion the Pestilent,HERO,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,45303,,ICC_832a,Scarab Plague,SPELL,,,,,,,,,,,,,,,,,
,0,45300,,ICC_832b,Spider Plague,SPELL,,,,,,,,,,,,,,,,,
,,43185,,ICC_832e,Fangs,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
,2,43182,,ICC_832p,Plague Lord,HERO_POWER,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,46050,,ICC_832pa,Scarab Shell,SPELL,,,,,,,,,,,,,,,,,
,0,46051,,ICC_832pb,Spider Fangs,SPELL,,,,,,,,,,,,,,,,,
1,1,45302,2,ICC_832t3,Frost Widow,MINION,POISONOUS,BEAST,,,,,,,,,,,,,,,
1,2,45301,5,ICC_832t4,Scarab Beetle,MINION,TAUNT,BEAST,,,,,,,,,,,,,,,
,9,43419,30,ICC_833,Frost Lich Jaina,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,,45608,,ICC_833e,Frost Lich,ENCHANTMENT,AURA,,,,,,,,,,,,,,,,
,,47440,,ICC_833e2,Icy Veins,ENCHANTMENT,LIFESTEAL,,,,,,,,,,,,,,,,
,2,42944,,ICC_833h,Icy Touch,HERO_POWER,,,,,,,,,,,,,,,,,
3,4,46458,6,ICC_833t,Water Elemental,MINION,FREEZE,ELEMENTAL,,,,,,,,,,,,,,,
,8,43423,30,ICC_834,Scourgelord Garrosh,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,2,45585,,ICC_834h,Bladestorm,HERO_POWER,,,,,,,,,,,,,,,,,
4,8,45297,,ICC_834w,Shadowmourne,WEAPON,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,9,43439,7,ICC_835,Hadronox,MINION,DEATHRATTLE,BEAST,,,,,,,,,,,,,,,
,1,43502,,ICC_836,Breath of Sindragosa,SPELL,,,,,,,,,,,,,,,,,
,2,43505,,ICC_837,Bring It On!,SPELL,,,,,,,,,,,,,,,,,
,,45372,,ICC_837e,Challenged,ENCHANTMENT,,,,,,,,,,,,,,,,,
8,8,43506,8,ICC_838,Sindragosa,MINION,BATTLECRY,DRAGON,,,,,,,,,,,,,,,
0,1,46019,1,ICC_838t,Frozen Champion,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
1,5,43064,6,ICC_841,Blood-Queen Lana'thel,MINION,LIFESTEAL,,,,,,,,,,,,,,,,
,,47569,,ICC_841e,Vampiric Bite,ENCHANTMENT,,,,,,,,,,,,,,,,,
,6,45308,,ICC_849,Embrace Darkness,SPELL,,,,,,,,,,,,,,,,,
,,46099,,ICC_849e,Embraced,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,45338,,ICC_850,Shadowblade,WEAPON,BATTLECRY,,,,,,,,,,,,,,,,
,,45716,,ICC_850e,Shaded,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
2,2,45340,2,ICC_851,Prince Keleseth,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,43456,,ICC_851e,Keleseth's Blessing,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,45341,3,ICC_852,Prince Taldaram,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,46010,,ICC_852e,Taldaram's Visage,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,4,45342,4,ICC_853,Prince Valanar,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,4,45366,2,ICC_854,Arfus,MINION,DEATHRATTLE,BEAST,,,,,,,,,,,,,,,
4,3,45377,4,ICC_855,Hyldnir Frostrider,MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,6,45378,4,ICC_856,Spellweaver,MINION,SPELLPOWER,,,,,,,,,,,,,,,,
1,5,45392,7,ICC_858,"Bolvar, Fireblood",MINION,DIVINE_SHIELD,,,,,,,,,,,,,,,,
,,46580,,ICC_858e,Fading Light,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,6,45307,3,ICC_900,Necrotic Geist,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
2,2,45305,2,ICC_900t,Ghoul,MINION,,,,,,,,,,,,,,,,,
1,3,45309,5,ICC_901,Drakkari Enchanter,MINION,AURA,,,,,,,,,,,,,,,,
,,52777,,ICC_901e,Frost Magics,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,3,45314,5,ICC_902,Mindbreaker,MINION,,,,,,,,,,,,,,,,,
1,1,45321,1,ICC_903,Sanguine Reveler,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,45382,,ICC_903t,Bloodthirst,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,4,45328,1,ICC_904,Wicked Skeleton,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,45323,,ICC_904e,Extra Calcium,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,5,45329,4,ICC_905,Bloodworm,MINION,LIFESTEAL,BEAST,,,,,,,,,,,,,,,
5,6,45975,5,ICC_910,Spectral Pillager,MINION,COMBO,,,,,,,,,,,,,,,,
5,4,46101,5,ICC_911,Keening Banshee,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,4,46102,3,ICC_912,Corpsetaker,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,2,46103,1,ICC_913,Tainted Zealot,MINION,DIVINE_SHIELD,,,,,,,,,,,,,,,,
,,42378,30,ICCA01_001,The Lich King,HERO,,,,,,,,,,,,,,,,,
,1,45337,,ICCA01_003,Blood Tap,SPELL,,,,,,,,,,,,,,,,,
,10,45345,,ICCA01_004,Army of the Dead,SPELL,,,,,,,,,,,,,,,,,
3,3,45344,3,ICCA01_004t,Ghoul,MINION,TAUNT,,,,,,,,,,,,,,,,
5,2,45346,,ICCA01_005,Frostmourne,WEAPON,,,,,,,,,,,,,,,,,
3,1,45359,2,ICCA01_007,Eager Rogue,MINION,,,,,,,,,,,,,,,,,
2,2,45360,3,ICCA01_008,Terrible Tank,MINION,,,,,,,,,,,,,,,,,
3,3,45361,3,ICCA01_009,Needy Hunter,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
5,4,45362,2,ICCA01_010,A. F. Kay,MINION,CANT_ATTACK,,,,,,,,,,,,,,,,
7,5,45363,1,ICCA01_011,Warlock on Fire,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,45367,30,ICCA01_013,Tirion Fordring,HERO,,,,,,,,,,,,,,,,,
,,42433,30,ICCA04_001,Sindragosa,HERO,,,,,,,,,,,,,,,,,
,1,45577,,ICCA04_002,Unchained Magic,SPELL,AI_MUST_PLAY,,,,,,,,,,,,,,,,
0,3,43221,7,ICCA04_004,Block of Ice,MINION,UNTOUCHABLE,,,,,,,,,,,,,,,,
,0,43223,,ICCA04_008p,Frost Breath,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,0,45627,,ICCA04_009p,Frost Breath,HERO_POWER,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,0,45628,,ICCA04_010p,Frost Breath,HERO_POWER,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,2,45629,,ICCA04_011p,Ice Claw,HERO_POWER,,,,,,,,,,,,,,,,,
,,42862,30,ICCA05_001,Blood-Queen Lana'thel,HERO,,,,,,,,,,,,,,,,,
,,43191,,ICCA05_002e,Bitten!,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,42864,,ICCA05_002p,Vampiric Bite,HERO_POWER,,,,,,,,,,,,,,,,,
0,1,45540,10,ICCA05_003,Sleeping Acolyte,MINION,,,,,,,,,,,,,,,,,
,2,43194,,ICCA05_004p,Vampiric Leech,HERO_POWER,LIFESTEAL,,,,,,,,,,,,,,,,
,1,45541,,ICCA05_020,Bite of the Blood-Queen,SPELL,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,1,45703,,ICCA05_021,Blood Essence,SPELL,,,,,,,,,,,,,,,,,
,,42448,30,ICCA06_001,Lord Marrowgar,HERO,,,,,,,,,,,,,,,,,
,0,42447,,ICCA06_002p,Skeletal Reconstruction,HERO_POWER,,,,,,,,,,,,,,,,,
3,6,42453,,ICCA06_003,"Bryn'troll, the Bone Arbiter",WEAPON,WINDFURY,,,,,,,,,,,,,,,,
,2,42452,,ICCA06_004,Bone Storm,SPELL,,,,,,,,,,,,,,,,,
0,4,42451,8,ICCA06_005,Bone Spike,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,42877,30,ICCA07_001,Professor Putricide,HERO,,,,,,,,,,,,,,,,,
,,46532,30,ICCA07_001h2,Professor Putricide,HERO,,,,,,,,,,,,,,,,,
,,46533,30,ICCA07_001h3,Professor Putricide,HERO,,,,,,,,,,,,,,,,,
,0,42876,,ICCA07_002p,Mad Science,HERO_POWER,,,,,,,,,,,,,,,,,
,0,45641,,ICCA07_003p,Madder Science,HERO_POWER,,,,,,,,,,,,,,,,,
1,1,42872,1,ICCA07_004,Growing Ooze,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,43073,,ICCA07_004e,Grow,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,45642,,ICCA07_005p,Maddest Science,HERO_POWER,,,,,,,,,,,,,,,,,
3,4,43075,5,ICCA07_008,Festergut,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
